2,4,3,1
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,1
2,4,3,1
2,4,3,1
2,4,3,2
2,4,3,1
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,1
2,4,3,1
2,4,3,2
2,4,3,1
2,4,3,1
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,1
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,1
2,4,3,2
2,4,3,2
2,4,3,1
2,4,3,2
2,4,3,2
2,4,3,1
2,4,3,2
2,4,3,1
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,1
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,1
2,4,3,1
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,1
2,4,3,2
2,4,3,1
2,4,3,2
2,4,3,1
2,4,3,1
2,4,3,1
2,4,3,2
2,4,3,1
2,4,3,1
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,1
2,4,3,1
2,4,3,2
2,4,3,1
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,1
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,1
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,1
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,1
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,1
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
2,4,3,1
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,1
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,1
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,1
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,1
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
4,3,1,4
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
3,1,4,3
